id,sehir,yas,tarih,korumaemri,neden1,neden2,katil1,katil2,oldurmeyolu1,oldurmeyolu2,oldurmeyolu3,katildurumu,yil
1677,,,26/03/2017,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Kesici Alet,,,,2017
1678,,,27/03/2017,   Tespit Edilemeyen,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Kocasi,,Atesli Silah,,,,2017
1679,,,28/03/2017,   Yok ,Tartisma,,Kocasinin Kardesi,,Atesli Silah,,,,2017
1680,,,28/03/2017,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2017
1681,,,28/03/2017,   Yok ,Nefret,,Tanimadigi Birisi,,Kesici Alet,,,,2017
1682,,,29/03/2017,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,,,2017
1683,,,29/03/2017,   Yok ,Reddedilme,,Sevgilisi,,Atesli Silah,,,,2017
1684,,,31/03/2017,   Yok ,Reddedilme,,Tanidigi Birisi,,Kesici Alet,,,,2017
1685, Adana , Resit ,01/04/2017,   Yok  ,Tartisma,,Torunu,,Atesli Silah,,, Tutuklu ,2017
1686, Adana ,,01/04/2017,   Yok ,Iliskisi olmasi,,Abisi,,Atesli Silah,,, Tutuklu ,2017
1687, Adana ,,01/04/2017,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,,, Tutuklu ,2017
1688, Balikesir ,,04/04/2017,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,, Kacak ,2017
1689, Balikesir ,,04/04/2017,   Yok ,Tespit Edilemeyen,,Erkek Kardesi,,Kesici Alet,,, Tutuklu ,2017
1690, Eskisehir ,,07/04/2017,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2017
1691, Eskisehir , Resit ,07/04/2017,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2017
1692, Hatay ,,08/04/2017,   Yok ,Tartisma,,Eski Kocasi,,Kesici Alet,,, Tespit Edilemeyen,2017
1693, Istanbul , Resit ,10/04/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2017
1694, Izmir ,Resit,11/04/2017,   Tespit Edilemeyen ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,,,2017
1695, Izmir ,,11/04/2017,   Yok ,Tartisma,,Eski Kocasi,,Bogulma,,, Tutuklu ,2017
1696, Kayseri , Resit ,13/04/2017,   Yok ,Reddedilme,,Sevgilisi,,Atesli Silah,,, Intihar ,2017
1697, Kayseri ,,13/04/2017,   Yok ,Tartisma,,Oglu,,Kesici Alet,,, Tutuklu ,2017
1698, Kayseri ,Resit,13/04/2017,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,,,2017
1699, Konya ,,14/04/2017,   Yok ,Kaza,,Oglu,,Atesli Silah,,, Tutuklu,2017
1700, Manisa ,,15/04/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,, Tespit Edilemeyen,2017
1701, Nigde , Resit ,16/04/2017,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Tutuklu ,2017
1702, Istanbul ,,18/04/2017,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Kesici Alet,,, Kacak ,2017
1703,,,19/04/2017,   Yok ,Tespit Edilemeyen,,Nisanlisi,,Atesli Silah,,,,2017
1704,,,19/04/2017,   Yok ,Ayrilik,,Eski Sevgilisi,,Atesli Silah,,,,2017
1705,,,21/04/2017,   Yok,Bosanma,,Eski Kocasi,,Kesici Alet,,,,2017
1706,,,23/04/2017,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,,,2017
1707,,,23/04/2017,   Yok ,Tespit Edilemeyen,,Akrabasi,,Kesici Alet,,,,2017
1708,,,24/04/2017,   Tespit Edilemeyen,Kiskanclik,,Kocasi,,Atesli Silah,,,,2017
1709,,,27/04/2017,   Yok ,Dedikodu,,Tanidigi Birisi,,Kesici Alet,,,,2017
1710,,,28/04/2017,   Var ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2017
1711,,,28/04/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,,,2017
1712,,,30/04/2017,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,,,2017
1713, Adana ,,01/05/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,,Tespit Edilemeyen ,2017
1714, Ankara , Resit Degil ,02/05/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,,Sorusturma Suruyor,2017
1715, Antalya ,,03/05/2017,   Yok ,Tartisma,,Sevgilisi,,Yuksekten Dusme,,, Intihar ,2017
1716, Balikesir , Resit ,04/05/2017,   Yok ,Aldatma,Bosanma Talebi,Kocasi,,Kesici Alet,,, Tutuklu ,2017
1717, Balikesir ,,04/05/2017,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Araniyor ,2017
1718, Bursa , Resit ,05/05/2017,   Yok ,Tespit Edilemeyen,,Babasi,,Atesli Silah,,, Tutuklu ,2017
1719, Bursa , Resit ,05/05/2017,   Yok ,Tartisma,,Eski Sevgilisi,,Kesici Alet,,, Tutuklu ,2017
1720, Diyarbakir ,,06/05/2017,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Kacak ,2017
1721, Istanbul , Resit ,10/05/2017,   Yok ,Reddedilme ,Bosanma Talebi,Kocasi,,Kesici Alet,,, Tutuklu ,2017
1722, Istanbul , Resit ,10/05/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2017
1723, Kayseri , Resit ,13/05/2017,   Yok ,Kiskanclik,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2017
1724, Manisa , Resit ,15/05/2017,   Yok ,Tespit Edilemeyen,,Oglu,,Atesli Silah,,, Intihar ,2017
1725, Nigde , Resit ,16/05/2017,   Yok ,Husumet,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2017
1726, Samsun ,Resit,17/05/2017,   Tespit Edilemeyen ,Kiskanclik,,Kocasi,,Kesici Alet,,,,2017
1727, Ukrayna , Resit ,18/05/2017,   Yok ,Tartisma,,Tanidigi Birisi,,Tespit Edilemeyen,,, Tutuklu ,2017
1728, Ukrayna , Resit ,18/05/2017,   Yok ,Reddedilme,,Tanidigi Birisi,,Tespit Edilemeyen,,, Tutuklu ,2017
1729,,,19/05/2017,   Yok ,Tartisma,,Sevgilisi,,Darp,,,,2017
1730,,,20/05/2017,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,,,2017
1731,,,21/05/2017,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2017
1732,,,21/05/2017,   Yok ,Bosanma Talebi,,Kocasi,,Bogulma,,,,2017
1733,,,23/05/2017,   Tespit Edilemeyen ,Bosanma,,Eski Kocasi,,Atesli Silah,,,,2017
1734,,,23/05/2017,   Yok ,Kizini Korurken,,Kizinin Nisanlisi,,Kesici Alet,,,,2017
1735,,,23/05/2017,   Yok ,Ruyasinda soyundugunu gordugu icin,,Kocasi,,Bogulma,,, Tutuklu,2017
1736,,,24/05/2017,   Yok ,Ayrilik Talebi,,Kocasi,,Atesli Silah,,,,2017
1737,,,24/05/2017,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,,,2017
1738,,,24/05/2017,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2017
1739,,,25/05/2017,   Yok ,Kadin hayatina dair bir karar vermek istedigi icin,,Oglu,,Kesici Alet,,,,2017
1740,,,26/05/2017,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2017
1741,,,26/05/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,,,2017
1742,,,27/05/2017,   Yok ,Cete Davasi,,Tanidigi Birisi,,Tespit Edilemeyen,,,,2017
1743,,,28/05/2017,   Yok ,Para,,babasi,,Atesli Silah,,,,2017
1744,,,28/05/2017,   Tespit Edilemeyen ,Bosanma,,Eski Kocasi,,Atesli Silah,,,,2017
1745,,,29/05/2017,   Tespit Edilemeyen ,Tespit Edilemeyen,,Kocasi,,Tespit Edilemeyen,,,,2017
1746,,,30/05/2017,   Yok ,Tespit Edilemeyen,,Eski Sevgilisi,,Kesici Alet,,,,2017
1747, Adana ,,01/06/2017,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2017
1748, Ankara , Resit ,02/06/2017,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Tutuklu ,2017
1749, Ankara ,Resit,02/06/2017,   Yok,Kadin hayatina dair bir karar vermek istedigi icin,,Tanidigi Birisi,,Iskence,,,,2017
1750, Ankara , Resit ,02/06/2017,   Yok ,Tartisma,Kiskanclik,Eski Sevgilisi,,Kesici Alet,,, Tutuklu ,2017
1751, Ankara ,,02/06/2017,   Yok ,Tartisma,Husumet,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2017
1752, Antalya , Resit ,03/06/2017,   Yok ,Kendi Hayatina Karar Vermek istedigi Icin,,Eski Kocasi,,Kesici Alet,,, Tutuklu ,2017
1753, Balikesir ,Resit,04/06/2017,   Yok ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Babasi,,Darp,,,,2017
1754, Bursa , Resit ,05/06/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,Darp,,Sorusturma Suruyor ,2017
1755, Istanbul , Resit ,10/06/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,,Sorusturma Suruyor ,2017
1756, Izmir ,,12/06/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2017
1757, Kayseri , Resit ,13/06/2017,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2017
1758, Kayseri ,,13/06/2017,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Tespit Edilemeyen,,,Tespit Edilemeyen,2017
1759, Konya ,,14/06/2017,   Yok ,Kiskanclik,,Tanidigi Birisi,,Atesli Silah,,,Kacak ,2017
1760, Konya ,,14/06/2017,   Yok ,Kizini Korurken,,Eski Damadi,,Kesici Alet,,,Tutuklu ,2017
1761, Manisa ,,15/06/2017,   Yok ,Tespit Edilemeyen,,Kardesi,,Kesici Alet,,,Tutuklu ,2017
1762, Nigde , Resit ,16/06/2017,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,Tutuklu ,2017
1763, Samsun , Resit ,17/06/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,,Sorusturma Suruyor ,2017
1764, Sanliurfa ,Resit,18/06/2017,   Tespit Edilemeyen ,Kriz ve Issizlik,,Kocasi,,Atesli Silah,,,,2017
1765,,,19/06/2017,   Yok ,Aldatma,,Kocasi,,Kesici Alet,,,,2017
1766,,,20/06/2017,   Yok ,Kizini Korurken,,Damadi,,Kesici Alet,,,,2017
1767,,,20/06/2017,   Var,Tartisma,,Kocasi,,Kesici Alet,,,,2017
1768,,,22/06/2017,   Yok ,Tespit Edilemeyen,,Damadi,,Bogulma,,,,2017
1769,,,23/06/2017,   Yok ,Reddedilme,,Eski Sevgilisi,,Atesli Silah,,,,2017
1770,,,23/06/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,,,2017
1771,,,26/06/2017,   Var ,Ayrilik Talebi,,Sevgilisi,,Atesli Silah,,,,2017
1772,,,28/06/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,,,2017
1773,,,30/06/2017,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2017
1774,,,30/06/2017,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,,,,2017
1775,,,30/06/2017,   Yok ,Tespit Edilemeyen,,Babasi,,Atesli Silah,,,,2017
1776, Adana , Resit ,01/07/2017,   Yok ,Tartisma,,Abisi,,Kesici Alet,,, Tutuklu ,2017
1777, Ankara , Resit ,02/07/2017,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2017
1778, Balikesir , Resit ,04/07/2017,   Yok ,Tartisma,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2017
1779, Bursa ,Resit,05/07/2017,   Tespit Edilemeyen ,Para,,Is Arkadasi,,Atesli Silah,,,,2017
1780, Bursa , Resit ,05/07/2017,   Yok ,Reddedilme,,Tanidigi Birisi,,Atesli Silah,,, Intihar ,2017
1781, Diyarbakir , Resit ,06/07/2017,   Yok ,Tartisma,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2017
1782, Diyarbakir ,,06/07/2017,   Yok ,Ayrilik Talebi,,Sevgilisi,,Atesli Silah,,, Intihar ,2017
1783, Istanbul ,,09/07/2017,   Yok ,Para,,Torunu,,Kesici Alet,,, Tutuklu ,2017
1784, Istanbul , Resit ,09/07/2017,   Yok ,Kiskanclik,,Sevgilisi,,Bogulma,,, Tutuklu ,2017
1785, Izmir , Resit ,11/07/2017,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2017
1786, Kayseri , Resit ,13/07/2017,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Araniyor ,2017
1787, Samsun , Resit ,17/07/2017,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2017
1788,,,19/07/2017,   Yok ,Ayrilik,,Eski Sevgilisi,,Kesici Alet,,,,2017
1789,,,19/07/2017,   Yok ,Namus,,Abisi,,Atesli Silah,,,,2017
1790,,,20/07/2017,   Yok ,Tespit Edilemeyen,,Babasi,,Atesli Silah,,,,2017
1791,,,20/07/2017,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2017
1792,,,20/07/2017,   Yok ,Tespit Edilemeyen,,Eski Kayinbiraderi,,Kesici Alet,,,,2017
1793,,,20/07/2017,   Tespit Edilemeyen ,Kiskanclik,,Tespit Edilemeyen,,Iskence,,,,2017
1794,,,21/07/2017,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,,,2017
1795,,,21/07/2017,   Yok ,Tartisma,,Tanidigi Birisi,,Atesli Silah,,,,2017
1796,,,21/07/2017,   Yok ,Tore,,Erkek Kardesi,,Kesici Alet,,,,2017
1797,,,25/07/2017,   Yok ,Tartisma,,Abisi,,Kesici Alet,,,,2017
1798,,,27/07/2017,   Yok ,Tespit Edilemeyen,,Eski Sevgilisi,,Atesli Silah,,,,2017
1799,,,28/07/2017,   Tespit Edilemeyen ,Kiskanclik,,Sevgilisi,,Iskence,,,,2017
1800,,,29/07/2017,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Kocasi,,Darp,,,,2017
1801,,,29/07/2017,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tanimadigi Birisi,,Kesici Alet,,,,2017
1802,,,30/07/2017,   Yok ,Namus,,Ailesi,,Atesli Silah,,,,2017
1803,,,30/07/2017,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Atesli Silah,,,,2017
1804,,,30/07/2017,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Bogulma,,,,2017
1805, Adana ,,01/08/2017,   Yok ,Tartisma,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2017
1806, Balikesir , Resit Degil ,04/08/2017,   Yok ,Tartisma,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2017
1807, Bursa , Resit ,05/08/2017,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2017
1808, Bursa ,,05/08/2017,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,, Intihar ,2017
1809, Istanbul ,Resit,10/08/2017,   Tespit Edilemeyen ,Para,,Arkadasi,,Iskence,,,,2017
1810, Izmir , Resit ,11/08/2017,   Yok ,Tartisma,,Akrabasi,,Atesli Silah,,, Intihar ,2017
1811, Kayseri , Resit ,13/08/2017,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2017
1812, Konya ,,14/08/2017,   Var,Tartisma,Reddedilme,Kocasi,,Atesli Silah,,, Tutuklu ,2017
1813, Manisa , Resit ,15/08/2017,   Yok ,Tartisma,,Kocasi,,Darp,,, Tutuklu ,2017
1814, Nigde , Resit ,16/08/2017,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2017
1815, Nigde ,,16/08/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tutuklu ,2017
1816, Sanliurfa ,,17/08/2017,   Yok ,Tespit Edilemeyen,,Babasi,Erkek Kardesi,Kesici Alet,,, Tespit Edilemeyen,2017
1817, Sanliurfa ,,17/08/2017,   Yok ,Tespit Edilemeyen,,Uvey Oglu,,Darp,,, Tutuklu ,2017
1818,,,19/08/2017,   Yok ,Tartisma,,Sevgilisi,,Bogulma,,,,2017
1819,,,21/08/2017,   Yok ,Nefret,,Tespit Edilemeyen,,Kesici Alet,,,,2017
1820,,,27/08/2017,   Tespit Edilemeyen,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,,,2017
1821,,,28/08/2017,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,,,2017
1822,,,29/08/2017,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2017
1823,,,29/08/2017,   Tespit Edilemeyen,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2017
1824,,,30/08/2017,   Tespit Edilemeyen,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Kocasi,,Atesli Silah,,,,2017
1825,,,31/08/2017,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,,,2017
1826,,,31/08/2017,   Yok ,Siddet,,Kocasi,,Kesici Alet,,,,2017
1827,,,31/08/2017,   Tespit Edilemeyen,Kiskanclik,,Akrabasi,,Atesli Silah,,,,2017
1828,,,31/08/2017,   Yok ,Nefret,,Tespit Edilemeyen,,Kesici Alet,,,,2017
1829, Ankara ,,02/09/2017,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2017
1830, Antalya , Resit ,03/09/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yuksekten Dusme,,, Tespit Edilemeyen,2017
1831, Bartin ,,04/09/2017,   Yok ,Kiskanclik,,Kocasi,,Atesli Silah,,, Tutuklu ,2017
1832, Bursa ,,05/09/2017,   Yok ,Tartisma,,Oglu,,Bogulma,,, Tutuklu ,2017
1833, Bursa , Resit ,05/09/2017,   Yok ,Tespit Edilemeyen,,Tespit Edlemeyen,,Atesli Silah,,, Sorusturma Suruyor ,2017
1834, Diyarbakir , Resit ,06/09/2017,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Intihar ,2017
1835, Eskisehir ,,07/09/2017,   Yok ,Gasp,,Tanimadigi Birisi,,Darp,,, Tutuklu ,2017
1836, Eskisehir , Resit ,07/09/2017,   Yok ,Tespit Edilemeyen,,Tanimadigi Birisi,,Tespit Edilemeyen,,, Tutuklu ,2017
1837, Eskisehir ,,07/09/2017,   Yok ,Gasp,,Tanimadigi Birisi,,Darp,,, Tutuklu ,2017
1838, Hatay , Resit ,08/09/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,, Sorusturma Suruyor ,2017
1839, Hatay ,,08/09/2017,   Yok ,Tespit Edilemeyen,,Oglu,,Atesli Silah,,, Tutuklu ,2017
1840, Hatay , Resit ,08/09/2017,   Yok ,Reddedilme,,Eski Kocasi,,Atesli Silah,,,Tespit Edilemeyen,2017
1841, Hatay ,Resit,08/09/2017,   Yok ,Namus,,Tespit Edilemeyen,,Atesli Silah,,,,2017
1842, Hatay , Resit ,08/09/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,, Sorusturma Suruyor ,2017
1843, Hatay , Resit ,08/09/2017,   Yok ,Reddedilme,,Akrabasi,,Atesli Silah,,, Tutuklu ,2017
1844, Istanbul , Resit ,09/09/2017,   Yok ,Tespit Edilemeyen,,Damadi,,Atesli Silah,,, Tutuklu ,2017
1845, Istanbul ,,10/09/2017,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Yuksekten Dusme,,, Tespit Edilemeyen,2017
1846, Istanbul ,,10/09/2017,   Yok ,Kendi Hayatina Karar Vermek Istedigi Icin,Namus,Abisi,,Atesli Silah,,, Tutuklu ,2017
1847, Izmir , Resit ,11/09/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,, Sorusturma Suruyor ,2017
1848, Kayseri , Resit ,13/09/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2017
1849, Kayseri , Resit ,13/09/2017,   Var ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Tutuklu ,2017
1850, Kayseri ,,13/09/2017,   Yok ,Tespit Edilemeyen,,Torunu,,Kesici Alet,,, Tutuklu ,2017
1851, Konya , Resit ,14/09/2017,   Var ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2017
1852, Konya , Resit ,14/09/2017,   Yok ,Tartisma,,Arkadasi,,Kesici Alet,,, Tutuklu ,2017
1853, Manisa ,,15/09/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2017
1854, Manisa , Resit ,15/09/2017,   Yok ,Hirsizlik,,Tanimadigi Birisi,,Darp,,, Tutuklu ,2017
1855, Manisa , Resit ,15/09/2017,   Yok ,Tartisma,,Tespit Edilemeyen,,Atesli Silah,,, Sorusturma Suruyor ,2017
1856, Manisa , Resit ,15/09/2017,   Yok ,Tespit Edilemeyen,,Oglu,,Darp,,, Tutuklu ,2017
1857, Manisa , Resit ,15/09/2017,   Yok ,Reddedilme,,Eski Kocasi,,Atesli Silah,,, Araniyor ,2017
1858,,,19/09/2017,   Yok ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,,,2017
1859,,,19/09/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,,,2017
1860,,,20/09/2017,   Yok ,Tespit Edilemeyen,,Uvey Babasi,,Atesli Silah,,,,2017
1861,,,21/09/2017,   Yok ,Madde Bagimliligi,,Oglu,,Iskence,,,,2017
1862,,,22/09/2017,   Yok ,Husumet,,Tanidigi Birisi,,Atesli Silah,,,,2017
1863,,,22/09/2017,   Yok ,Nefret,,Tespit Edilemeyen,,Atesli Silah,,,,2017
1864,,,22/09/2017,   Tespit Edilemeyen ,Kiskanclik,,Babasi,,Kesici Alet,,,,2017
1865,,,23/09/2017,   Var ,Bosanma,,Kocasi,,Atesli Silah,,,,2017
1866,,,26/09/2017,   Yok ,Tespit Edilemeyen,,Abisi,,Atesli Silah,,,,2017
1867,,,28/09/2017,   Yok ,Kiskanclik,,Kocasi,,Atesli Silah,,,,2017
1868,,,28/09/2017,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2017
1869,,,30/09/2017,   Yok ,Akrabalarini Korurken,,Eski Enistesi,,Atesli Silah,,,,2017
1870,,,30/09/2017,   Yok ,Kiskanclik,,Sevgilisi,,Kesici Alet,,,,2017
1871, Ankara , Resit ,02/10/2017,   Yok ,Tartisma,,Tespit Edilemeyen,,Atesli Silah,,,Tespit Edilemeyen,2017
1872, Antalya ,,03/10/2017,   Yok ,Tartisma,,Eski Kocasi,,Kesici Alet,,, Kacak ,2017
1873, Antalya , Resit Degil ,03/10/2017,   Yok ,Tartisma,,Babasi,,Atesli Silah,,, Intihar ,2017
1874, Bartin , Resit ,04/10/2017,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,, Tutuklu ,2017
1875, Bursa , Resit ,05/10/2017,   Yok ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,, Tutuklu ,2017
1876, Hatay , Resit ,08/10/2017,   Yok ,Tartisma,,Kayinpederi,,Atesli Silah,,, Tutuklu ,2017
1877, Hatay , Resit Degil ,08/10/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,,Sorusturma Suruyor,2017
1878, Istanbul ,Resit,10/10/2017,   Yok ,Ayrilik,,Eski Kocasi,,Yuksekten Dusme,,,,2017
1879, Istanbul ,,10/10/2017,   Yok ,Tartisma,,Tanidigi Birisi,,Kesici Alet,Darp,, Tutuklu ,2017
1880, Izmir ,,12/10/2017,   Yok ,Kaza,,Akrabasi,,Atesli Silah,,, Tutuklu ,2017
1881, Kayseri ,,13/10/2017,   Yok ,Tartisma,,Kocasi,,Darp,Vurucu Alet,, Tutuklu ,2017
1882, Konya , Resit ,14/10/2017,   Yok  ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2017
1883, Konya ,,14/10/2017,   Yok ,Tespit Edilemeyen,,Arkadasi,,Atesli Silah,,, Tutuklu ,2017
1884, Konya ,,14/10/2017,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Kocasi,,Darp,,,,2017
1885, Konya , Resit ,14/10/2017,   Yok ,Tartisma,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2017
1886,,,23/10/2017,   Yok ,Tartisma,,Kardesi,,Atesli Silah,,,,2017
1887,,,24/10/2017,   Yok ,Tartisma,,Abisi,,Darp,,,,2017
1888,,,25/10/2017,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,,,,2017
1889,,,29/10/2017,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2017
1890,,,29/10/2017,   Yok ,Reddedilme,,Eski Sevgilisi,,Atesli Silah,,,,2017
1891, Adana ,,01/11/2017,   Yok ,Tartisma,,Tanimadigi Birisi,,Atesli Silah,,, Tespit Edilemeyen,2017
1892, Adana ,,01/11/2017,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2017
1893, Istanbul , Resit ,10/11/2017,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Sorusturma Suruyor ,2017
1894, Izmir ,,11/11/2017,   Yok ,Tespit Edilemeyen,,Torunu,,Darp,,, Tutuklu ,2017
1895,,,22/11/2017,   Yok ,Ayrilik,,Tanidigi Birisi,,Atesli Silah,,,,2017
1896,,,26/11/2017,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,,,2017
1897,,,27/11/2017,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2017
1898,,,29/11/2017,   Yok ,Kiskanclik,,Eski Kocasi,,Atesli Silah,,,,2017
1899,,,30/11/2017,   Yok ,Kizini Korurken,,Damadi,,Atesli Silah,,,,2017
1900, Adana ,Resit,01/12/2017,   Tespit Edilemeyen ,Kriz ve Issizlik,,Erkek Kardesi,,Kesici Alet,,,,2017
1901, Adana ,,01/12/2017,   Yok ,Reddedilme,,Tanidigi Birisi,,Darp,,, Tutuklu ,2017
1902, Adana , Resit ,01/12/2017,   Yok ,Eve Gec Gelmesi,,Babasi,,Atesli Silah,,, Tutuklu ,2017
1903, Ankara ,,02/12/2017,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Asma,,, Tespit Edilemeyen,2017
1904, Ankara ,,02/12/2017,   Yok ,Para,,Akrabasi,,Atesli Silah,,, Intihar ,2017
